OC(=O)c1ccc(c(c1)C(O)=O)[N+]([O-])=O COc1ccc(cc1)C(O)=O
CN1CCCN(C)C1=O CC1CC(NC(N)=O)NC(=O)N1
CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O
OCC1OC(CC1O)N2C=C(C(=O)NC2=O)C(F)(F)F CCC(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O
CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O CC(C)C(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O
CC1=CN(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC1=O CCCC(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O
N[C@@H]([C@H](O)[C@@H](O)COC(N)=O)C(=O)N[C@@H]([C@H]1O[C@H](C(O)C1O)N2C=C(CO)C(=O)NC2=O)C(O)=O CC(C)(C)C(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O
O=C1NC(=O)N(C2CCCO2)C=C1F CCCCC(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O
OCc1scnc1 Nc1scc(CC(O)=O)n1
CC(CCC(=O)O)=NNC(=O)C1=NC=CS1 N\C(CCSCc1csc(\N=C(\N)N)n1)=N\S(=O)(N)=O
CC(=NNC(=O)C1=NC=CS1)C(=O)O CCNC(=O)Nc1sc(cn1)[N+]([O-])=O
NNC(=O)c1sccn1 CCC(=O)NC1=NC(=C(Cl)S1)C
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O Nc1ncnc2n(cnc12)[C@]3(CO)O[C@H](CO)[C@@H](O)[C@H]3O
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3cncnc23 Nc1ncnc2n(cnc12)C3OC(CO[P](O)(O)=O)C(O)C3O
BrC1=CN=CNC1=O OC1=CC(=O)NC=N1
CCC(C)(C(=O)O)N1C(=O)C2=C(C=CC=C2)C1=O CCO[P](=S)(OCC)N1C(=O)c2ccccc2C1=O
O=C1NC(=O)c2ccccc12 COP(=S)(OC)SCN2C(=O)c1ccccc1C2=O
CCOC(=O)N1C(=O)c2ccccc2C1=O ClC(Cl)(Cl)SN1C(=O)c2ccccc2C1=O
OC(=O)CC[C@H](N1C(=O)c2ccccc2C1=O)C(O)=O CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O
O=C1OCc2ccccc12 CC1OC(=O)c2cc(ccc12)[N+]([O-])=O
CCC1OC(=O)c2ccccc12 [O-][N+](=O)c1ccc2COC(=O)c2c1
CC1OC(=O)c2cc(N)ccc12 O=C1OCc2ccc(cc12)C#N
COc1ccc2COC(=O)c2c1OC CC1(C)OC(=O)C2=C1C=CC(C#N)=C2
Nc1ccc2COC(=O)c2c1 CC1(C)OC(=O)c2cc(ccc12)[N+]([O-])=O
CC1(C)OC(=O)c2ccccc12 COc1cc(c2COC(=O)c2c1OC)[N+]([O-])=O
COC1=C(OC)C2=C(COC2=O)C(N)=C1 Ic1ccc2COC(=O)c2c1
CCC1OC(=O)C2=C1C=CC(C#N)=C2 COC1=C(OC)C2=C(COC2=O)C(C#N)=C1
Clc1ccc2COC(=O)c2c1 CCC1(C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)O1)CC
CC(=O)NC1=CC2=C(C=C1)COC2=O COc1cc(Br)c2COC(=O)c2c1OC
CCC1OC(=O)c2cc(ccc12)[N+]([O-])=O Clc1c(Cl)c(Cl)c2C(=O)OCc2c1Cl
O=C1NC(=O)C2CC=CCC12 ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
CCC1C(=O)NC(=O)NC1=O C/C=C/CC1(C\C=C\C)C(=O)NC(=O)NC1=O
CNC(=S)NC1C(=O)NC(=O)NC1=O CC=CCC1(CC=CC)C(=O)NC(=O)NC1=O
CC1C(=O)NC(=O)NC1=O CC(C)C1(Br)C(=O)NC(=O)NC1=O
O=C1CC(=O)NC(=O)N1 CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O
CC1(CC=C)C(=O)NC(=O)NC1=O [O-][N+](=O)C1C(=O)NC(=O)NC1=O
CCC1(CC(C)=O)C(=O)NC(=O)NC1=O CC/C=C(C)/C1(CC)C(=O)NC(=O)NC1=O
CCC1(CC)C(=O)NC(=O)NC1=O C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
CCC1(C)C(=O)NC(=O)NC1=O C=CC1(C(C)CCC)C(=O)NC(=O)NC1=O
CC(C)C1C(=O)NC(=O)NC1=O CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
CCCC1(CC)C(=O)NC(=O)NC1=O CCC(C)C1(CC)C(=O)NC(=O)NC1=O
CCCCC1(CC)C(=O)NC(=O)NC1=O CCCCCC1(CC)C(=O)NC(=O)NC1=O
CC1(C)C(=O)NC(=O)NC1=O CCCC1(CCC)C(=O)NC(=O)NC1=O
CC(C)C1(CC=C)C(=O)NC(=O)NC1=O CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
CC=CCC1(C)C(=O)NC(=O)N(C)C1=O CC(C)C1(CC=C(C)C)C(=O)NC(=O)NC1=O
C=CC1(C(C)C)C(=O)NC(=O)NC1=O CC(C)=CCC1(C)C(=O)NC(=O)NC1=O
CCC1(CC=C)C(=O)NC(=O)NC1=O CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O
C1COCCO1 COC1(C)COC(C)(CO1)OC
Cc1oncc1C([O-])=O CN(C)C(=O)Nc1cc(on1)C(C)(C)C
CO[P](=O)(Oc1ccccc1)Oc2ccccc2 CC(C)CCCCCCCO[P](=O)(Oc1ccccc1)Oc2ccccc2
NN[P](=O)(Oc1ccccc1)Oc2ccccc2 CCO[P](=O)(Oc1ccc(Cl)cc1Cl)Oc2ccc(Cl)cc2Cl
CCCCC(CC)CO[P](=O)(Oc1ccccc1)Oc2ccccc2 CCCCCCCCO[P](=O)(Oc1ccccc1)Oc2ccccc2
O=C(O)CC(O)CCC1=CCCC1=O CC\C=C/CC1=C(C)CCC1=O
O=C(O)CCCCCN1C=CC=CC1=O CC1=C(C(N)=O)C(=O)N(CCC(O)=O)C(=C1)O
O=C(O)CCN1C=CC=CC1=O IC1=CNC(=O)C=C1
CN1C=CC=CC1=O COC1=C(C#N)C(=O)N(C)C=C1
CN1C=C(I)C=CC1=O CCCC1=CC(=O)N(CCC(=O)O)C=C1
O=C1NC=CC=C1 CCCCN1C(=O)C=C(C)C(=C1O)C#N
CC1=C(C#N)C(=O)N(CCC(O)=O)C(=C1)O CCCCCCCC1=CC(=O)N(CCC(=O)O)C=C1
CC(C)CCOC(=O)C1CN2CCC1CC2C(O)C1=CC=NC2=C1C=CC=C2 COc1ccc2nccc([C@@H](O)[C@@H]3CC4CCN3C[C@@H]4C=C)c2c1
O=C(O)C1CN2CCC1CC2C(O)C1=CC=NC2=C1C=CC=C2 COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1
C#CC1CN2CCC1CC2C(O)C1=CC=NC2=C1C=C(OC)C=C2 CCC1CN2CCC1CC2C(O)c3ccnc4ccc(OC)cc34
COC1=CC2=C(C=C1)N=CC=C2C(O)C1CC2CCN1CC2C(=O)O OC(c(c(c(nc1)ccc2)c2)c1)C(N(CCC3C4C=C)C4)C3
C1C=CC2C3CC(C=C3)C12 ClC1=C(Cl)C(Cl)(C2(Cl)Cl)C3CC=CC3C12Cl
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
CN(C)C1CCCC=CCC1 C1CCC\C=C/CC1
COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)nc(OC)n2 COc1nc(C)nc(NC(=O)N[S](=O)(=O)c2ccccc2OCCCl)n1
COCCOc1ccccc1[S](=O)(=O)NC(=O)Nc2nc(OC)nc(OC)n2 CCOc1nc(NC)nc(NC(=O)N[S](=O)(=O)c2ccccc2C(=O)OC)n1
COC1=NC(=NC(=N1)NC(=O)N[S](=O)(=O)C2=CC=CC=C2Cl)C CN(C)c1nc(NC(=O)N[S](=O)(=O)c2c(C)cccc2C(O)=O)nc(OCC(F)(F)F)n1
COC(=O)c1ccccc1[S](=O)(=O)NC(=O)N(C)c2nc(C)nc(OC)n2 COC(=O)C1=C(C(=CC=C1)C)[S](=O)(=O)NC(=O)NC2=NC(=NC(=N2)OCC(F)(F)F)N(C)C
NC(=O)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3 COC1=Cc2ccccc2Nc3ccccc13
CN1C(=O)C(O)N=C(C2=CC=CC=C2)C3=C1C=CC(=C3)Cl OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O
OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl
CN1C(=O)CN=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2 CC(=O)OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O
N(c1ccccc1)c2cccc3ccccc23 CC(C)(C)CC(C)(C)N(c1ccccc1)c2cccc3ccccc23
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O CC(C)C(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(=O)C(C)C)[C@H](OC(=O)C(C)C)[C@H]2OC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C
CN(C)CCCN1CN(CCCN(C)C)CN(CCCN(C)C)C1 [O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O
COC1COC2C(COC12)OC [O-][N+](=O)OC1COC2C(COC12)O[N+]([O-])=O
O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12 [O-][N+](=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+]([O-])=O
CCOC(=O)N1CCN(C)CC1 CC1CN(C(=N)N)C(C)CN1C(=N)N
C1CNCCN1 NCCN1CCNCC1
CC1CNCCN1 CCOC(=O)N1CC(C)N(C(N)=O)CC1C
CCOC(=O)N1CC(C)NCC1C CCOC(=O)N1CCN(CC1)C(=O)OCC
CC1CNC(C)CN1 CCNC(=S)N1CCN(C(=O)OCC)CC1
CN1CCN(C)CC1 ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1 CCCCCCCCSc1nc(Nc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)nc(SCCCCCCCC)n1
OC(=O)c1c2ccccc2cc3ccccc13 [O-][N+](=O)c1c2ccccc2cc3ccccc13
Oc1c2ccccc2cc3ccccc13 c1ccc2cc3ccccc3cc2c1
Nc1ccc2cc3ccccc3cc2c1 Cc1c2ccccc2c(C)c3ccccc13
Cc1cccc2cc3ccccc3cc12 CCc1ccc2cc3ccccc3cc2c1
c(c(c(c(c1ccc2)c2)C)ccc3)(c3)c1 Cc1ccc2cc3ccccc3cc2c1
C1C(O)CC2=CCC3C4CCC(C(=O)C)C4(C)CCC3C2(C)C1 CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CCN1C(=C(N=NC2=C(C=C(Cl)C=C2)[N+]([O-])=O)C(=C(C#N)C1=O)C)O CCCCC(CC)CN[S](=O)(=O)c1ccc(cc1)N=NC2=C(O)N(CCCC)C(=O)C(=C2C)C#N
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1 CCCN1C(=O)CCC(N2C(=O)C3=C(C=CC=C3)C2=O)C1=O
CN1C(=O)CCC(N2C(=O)C3=C(C=CC=C3)C2=O)C1=O CCCCCN1C(=O)CCC(N2C(=O)C3=C(C=CC=C3)C2=O)C1=O
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6 COC1C(CC2CN3CCC4=C([NH]C5=C4C=CC(=C5)OC)C3CC2C1C(=O)OC)OC(=O)C6=CC(=C(OC)C(=C6)OC)OC
CN1C(=O)C=Cc2ccccc12 COc1ccc2NC(=O)C=C(C([O-])=O)c2c1
CCN(CC)C(C)CN1C2=C(C=CC=C2)SC2=C1C=CC=C2 COc1ccc2Nc3cc(Cl)ccc3Sc2c1
Oc1ccc2Nc3ccccc3Sc2c1 c1c(Cl)ccc2Sc3ccccc3N(CCCN(C)C)c12
COC1=CC2=C(SC3=C(C=CC=C3)N2CC(C)CN(C)C)C=C1 CN(C)CCCN2c1ccccc1Sc3ccc(C(F)(F)F)cc23
COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1 C1=CC2=C(C=C1)SC1=C(C=CC=C1)N2
CN(C)CCCN1c2ccccc2Sc3ccccc13 CN1c2ccccc2Sc3ccccc13
CN1c2ccccc2Sc3ccc(CC(O)=O)cc13 Brc1ccc2Nc3ccccc3Sc2c1
CC(CN1c2ccccc2Sc3ccccc13)N(C)C Ic1ccc2Nc3ccccc3Sc2c1
c1cnc2c(c1)ccc3cccnc23 Cc1ccnc2c1ccc3c(C)ccnc23
[O-][N+](=O)c1cc2cccnc2c3ncccc13 Cc1cnc2c(ccc3c(C)c(C)cnc23)c1C
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
O=C1NC=CC=N1 CCC1=CNC(=O)N=C1N
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC3C(O)CC(OC3C)OC4CCC5(C)C(CCC6C5CCC7(C)C(CCC67O)C8=CC(=O)OC8)C4
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4 C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4
Cc1ncnc2nc[nH]c12 CN(C)c1[nH]c2cncnc2n1
FC(F)(F)c1[nH]c2cncnc2n1 COC1=NC2=C([NH]C=N2)C=N1
[nH]1cnc2ncncc12 Clc1ncnc2nc[nH]c12
CC1=NC2=C([NH]1)C=NC=N2 OCC1=NC2=C([NH]1)C=NC=N2
CC1(C)C2CCC1(C)C(=O)C2CO CC12CCC(CC1=O)C2(C)C(=O)O
CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2 O=C(C(CC1C2)(C2)C)C1(C)C
CC1(C)C2CCC1(C)C(=O)C2O CC1(C)[C@@H]2CC[C@@](C)(C2)C1=O
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO CC(C)(C)CC(=O)OCC(=O)C12OC(C)(C)OC1CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC23C
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(O1)C(=O)CO CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 O=C1OC(C2=CC=CC=C2)(C3=CC=CC=C3)C4=C1C=CC=C4
CC1=CC=C(C=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC=C(I)C=C2)S1
NCC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O COC1=CC=C(C=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O
NCC(=O)NCC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=C(C=CC=C2)C(O)=O)S1
CC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O Cc1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)S1 CC1=CC(=C(C(=C1)C)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O)C
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=C(F)C(=C(F)C(=C2F)F)F)S1 Nc1ccc(cc1)[S](=O)(=O)Nc2scnn2
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=C(C=CC=C2)[N+]([O-])=O)S1 N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC=CC=C2)S1
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC=C(Cl)C=C2)S1 N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)S1
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC=C(Br)C=C2)S1 CCC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1
NC1=CC=CC(=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O CCCc1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC(=C(Cl)C=C2)[N+]([O-])=O)S1 CC(C)c1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC(=CC=C2)[N+]([O-])=O)S1 CC(C)(C)c1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1
NC1=CC=C(C=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O CC(C)Cc1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1
CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
O=C(O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1)C4)(C3O)C)C4)C CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C O=C(NCC(=O)O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1O)C4)(C3O)C)C4)C
CC(CCC(O)=O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C C[C@H](CCC(=O)NCC(O)=O)[C@H]1CCC2C3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)C3CC[C@]12C
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C CC(CCC(O)=O)C1CCC2C3C(O)CC4CCCCC4(C)C3CCC12C
COC1=CC2=C(C=C1OC)C3C(CO2)OC4=C(C=CC5=C4CC(O5)C(C)=C)C3=O COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C
C=CC1CN2CCC1CC2C(=O)C3=CC=NC4=C3C=CC=C4 COc1ccc2nccc(C(=O)C3CC4CCN3CC4C=C)c2c1
Cc1cc(N)n(n1)c2ccccc2 CN(C)C(=O)Oc1cc(C)nn1c2ccccc2
Cc1nn(c2ccccc2)c(N)c1C CCCS[P](=O)(OCC)Oc1cnn(c1)c2ccc(Cl)cc2
Oc1cnn(c1)c2ccccc2 Nc1n(nc(C#N)c1[S](=O)C(F)(F)F)c2c(Cl)cc(cc2Cl)C(F)(F)F
Oc1cccc2nccnc12 CCO[P](=S)(OCC)Oc1cnc2ccccc2n1
c1ccc2nccnc2c1 Clc1c(Cl)c(Cl)c2nccnc2c1Cl
NC1=C2C(F)=CC=CC2=NC2=C1C=CC=C2 CC1=CC2=C(N)C3=C(C=CC=C3)N=C2C=C1
NC1=C2C(Cl)=CC=CC2=NC2=C1C=CC=C2 NC1=C2C=C(F)C=CC2=NC2=C1C=CC=C2
C1C=CCC=C1 CC(C)C1=CCC(=CC1)C
CC1NC(=O)CNC1=O CC(C)C1NC(=O)CNC1=O
C[C@@H]1NC(=O)[C@@H](C)NC1=O CC(C)CC1NC(=O)CNC1=O
CC1NC(=O)C(C)NC1=O CCC1(C)NC(=O)C(C)(CC)NC1=O
O=C1CNC(=O)CN1 CCC1(CC)NC(=O)C(CC)(CC)NC1=O
COc2ccc1C(OC(=O)c1c2OC)C4N(C)CCc5cc3OCOc3c(OC)c45 COc1ccc2C(OC(=O)c2c1OC)C3N(C)CCc4cc5OCOc5cc34
Nc1ccc(cc1)[S](=O)(=O)NC(=O)c2ccccc2 CC(C)OC1=CC=C(C=C1)C(=O)N[S](=O)(=O)C2=CC=C(N)C=C2
O=C1CCC(=O)N1 ClN1C(=O)CCC1=O
c1ccnnc1 CCN(CC)C(=O)CSc1ccc(Cl)nn1
CN(O)C(=O)C1CCCCCC1 C1CCC(C(CC1)O[N+](=O)[O-])O[N+](=O)[O-]
OC1CCCCCC1 C1CCCCCC1
OC(=O)[C@@]1(O)c2ccccc2c3ccccc13 COC(=O)C1(O)c2ccccc2c3ccc(Cl)cc13
NC(CCCCNC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)O CC(=O)NC1=CC2=C(C=C1)C1=C(C=CC=C1)C2
CC(C)CC(NC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)O C1C2=CC=CC=C2C3=C1C=C(C=C3)[N+](=O)[O-]
CCCCOC(=O)C1(O)c2ccccc2c3ccccc13 c(c(c(c1ccc2)c2)ccc3)(c3)C1
OC(=O)C1(O)c2ccccc2c3ccc(Cl)cc13 Cc1cccc2c1Cc3ccccc23
CC12CCC(O)CC1CCC3C4CCC(=O)C4(C)CC(O)C23 C1C(O)CC2CCC3C4CCC(=O)C4(C)CCC3C2(C)C1
CC12CC[C@H](O)CC1CCC3C4CCC(=O)C4(C)CC(O)C23 C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O
C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O O=C1C2(C(C3CCC4C(C3CC2)(C)CCCC4)CC1)C
NC(Cc1[nH]nc2ccccc12)C(O)=O CCOC(=O)Cc1[nH]nc2ccc(Cl)cc12
ONC1=C(CCCCC1)N=O C1CCC=CCC1
C1C=CC=C1 ClC1=C(Cl)C(Cl)(Cl)C(=C1Cl)Cl
OC1=C(C#N)C(=O)C=C(Cl)N1 CCN(CC)C(=O)CN1C=C(I)C(=O)C(I)=C1
CCN(CC)C(=O)CN1C=C(Br)C(=O)C(Br)=C1 CCCOC(=O)CN1C=C(I)C(=O)C(=C1)I
O=C1C=CNC=C1 CC1=C(Cl)C(=O)C(=C(C)N1)Cl
NC1=NC(=O)N=C(N)N1 CCNC1=NC(=O)N=C(NC(C)C)N1
O=C1N=CNc2nccnc12 NC1=NC(=O)C2=C(N1)N=CC=N2
CN(C)C1=NC2=C(C=NC=N2)N=C1 Cc1ncc2nc(C)c(C)nc2n1
CN(C)c1ncc2nccnc2n1 CSC1=NC2=C(C=NC=N2)N=C1
Cc1ncnc2nccnc12 c1c(SC)nc2cncnc2n1
c1c(Cl)nc2cncnc2n1 CNc1ncc2nccnc2n1
ClC1=NC2=C(C=N1)N=CC=N2 CSc1ncc2nccnc2n1
CC1=NC2=C(C=NC=N2)N=C1 c1cnc2c(SC)ncnc2n1
Cc1ncc2nccnc2n1 CCc1nc2ncnc(O)c2nc1CC
Clc1cnc2cncnc2n1 CCc1nc2cnc(O)nc2nc1CC
CN(C)c1ncnc2nccnc12 Nc1ncc2nccnc2n1
COc1ncc2nccnc2n1 NC1=NC=NC2=C1N=CC=N2
COC1=NC2=C(C=NC=N2)N=C1 NC1=NC2=C(C=NC=N2)N=C1
COc1ncnc2nccnc12 NC1=NC2=C(N=CN=C2)N=C1
COC1=NC2=C(N=CN=C2)N=C1 NC1=NC2=C(N=CC=N2)C(=N1)N
CCC1=NC2=C(N=CN=C2)N=C1CC c1c(S)nc2cncnc2n1
c1c(C)nc2cncnc2n1 CCC1=NC2=C(N=C1CC)C(=NC=N2)N
C1=NC2=C(N=C1)N=CN=C2 CCC1=NC2=C(N=C(N)N=C2)N=C1CC
CC1=NC2=C(N=CN=C2)N=C1C CCc1nc2nc(N)nc(N)c2nc1CC
CN1C(=O)NC2=C(NC(=O)N2)C1=O O=C1NC(=O)C2=C(N1)NC(=O)N2
